Punkt_ID PCode X1[m] Y1[m] Z1[m] X2[m] Y2[m] Z2[m] dX[m] dY[m] dZ[m] dT[a] dX/T[cm] dY/T[cm] dZ/T[cm] dS_2D[m] dS_3D[m] dS_2D/T[cm] dS_3D/T[cm] Azimut[°] SurfAzimut[°] Slope[°] mX_1[cm] mY_1[cm] mZ_1[cm] mX_2[cm] mY_2[cm] mZ_2[cm] mP_1[cm] mP_2[cm] mS_2D[cm] mS_3D[cm] DelFlag
119 255 -959.029 2048.332 1991.784 -958.744 2048.51 1991.847 0.285 0.178 0.063 5 5.7 3.6 1.3 0.336 0.342 6.7 6.8 58.0127 301.9873 10.6191 0 0 0 0 0 0 0 0 0 0 0
120 255 -947.942 2048.168 1996.333 -947.649 2048.279 1996.598 0.293 0.111 0.265 5 5.9 2.2 5.3 0.313 0.41 6.3 8.2 69.2513 290.7487 40.2238 0 0 0 0 0 0 0 0 0 0 0
121 0 -974.998 2047.652 1988.011 -974.703 2047.728 1987.873 0.295 0.076 -0.138 5 5.9 1.5 -2.8 0.305 0.334 6.1 6.7 75.5532 284.4468 -24.3708 0 0 0 0 0 0 0 0 0 0 0
124 255 -952.899 2045.239 1992.766 -952.566 2045.392 1992.963 0.333 0.153 0.197 5 6.7 3.1 3.9 0.366 0.416 7.3 8.3 65.3231 294.6769 28.2609 0 0 0 0 0 0 0 0 0 0 0
125 255 -926.598 2046.102 1978.499 -926.362 2046.633 1979.232 0.236 0.531 0.733 5 4.7 10.6 14.7 0.581 0.935 11.6 18.7 23.9625 336.0375 51.5945 0 0 0 0 0 0 0 0 0 0 0
126 255 -959.515 2043.413 1990.01 -959.221 2043.6 1990.071 0.294 0.187 0.061 5 5.9 3.7 1.2 0.348 0.354 7 7.1 57.5414 302.4586 9.9301 0 0 0 0 0 0 0 0 0 0 0
127 255 -953.138 2041.697 1991.525 -952.799 2041.898 1991.722 0.339 0.201 0.197 5 6.8 4 3.9 0.394 0.441 7.9 8.8 59.3354 300.6646 26.5587 0 0 0 0 0 0 0 0 0 0 0
128 255 -943.207 2041.402 1991.552 -942.891 2041.582 1991.414 0.316 0.18 -0.138 5 6.3 3.6 -2.8 0.364 0.389 7.3 7.8 60.3333 299.6667 -20.78 0 0 0 0 0 0 0 0 0 0 0
129 255 -924.945 2041.422 1973.029 -924.688 2041.684 1973.236 0.257 0.262 0.207 5 5.1 5.2 4.1 0.367 0.421 7.3 8.4 44.448 315.552 29.4241 0 0 0 0 0 0 0 0 0 0 0
130 255 -969.966 2040.858 1986.959 -969.639 2040.967 1986.874 0.327 0.109 -0.085 5 6.5 2.2 -1.7 0.345 0.355 6.9 7.1 71.5651 288.4349 -13.8527 0 0 0 0 0 0 0 0 0 0 0
131 255 -965.945 2040.198 1987.157 -965.587 2040.349 1987.167 0.358 0.151 0.01 5 7.2 3 0.2 0.389 0.389 7.8 7.8 67.1306 292.8694 1.4743 0 0 0 0 0 0 0 0 0 0 0
142 255 -862.288 2070.979 1968.219 -861.942 2071.803 1969.108 0.346 0.824 0.889 5 6.9 16.5 17.8 0.894 1.261 17.9 25.2 22.7777 337.2223 44.8491 0 0 0 0 0 0 0 0 0 0 0
143 255 -918.3 2066.901 1991.133 -917.825 2066.893 1991.044 0.475 -0.008 -0.089 5 9.5 -0.2 -1.8 0.475 0.483 9.5 9.7 90.9649 269.0351 -10.6109 0 0 0 0 0 0 0 0 0 0 0
144 255 -911.635 2066.459 1986.801 -911.2 2066.448 1986.781 0.435 -0.011 -0.02 5 8.7 -0.2 -0.4 0.435 0.436 8.7 8.7 91.4486 268.5514 -2.6316 0 0 0 0 0 0 0 0 0 0 0
145 255 -903.924 2065.786 1984.599 -903.424 2066.022 1984.577 0.5 0.236 -0.022 5 10 4.7 -0.4 0.553 0.553 11.1 11.1 64.7327 295.2673 -2.2786 0 0 0 0 0 0 0 0 0 0 0
146 255 -878.894 2062.777 1968.443 -878.728 2062.611 1968.567 0.166 -0.166 0.124 5 3.3 -3.3 2.5 0.235 0.265 4.7 5.3 135 225 27.843 0 0 0 0 0 0 0 0 0 0 0
150 255 -883.555 2056.134 1969.614 -883.27 2056.261 1970.298 0.285 0.127 0.684 5 5.7 2.5 13.7 0.312 0.752 6.2 15 65.9816 294.0184 65.4792 0 0 0 0 0 0 0 0 0 0 0
152 255 -912.033 2053.659 1976.541 -911.452 2053.551 1976.795 0.581 -0.108 0.254 5 11.6 -2.2 5.1 0.591 0.643 11.8 12.9 100.5303 259.4697 23.2587 0 0 0 0 0 0 0 0 0 0 0
154 255 -863.32 2052.353 1954.334 -862.94 2052.707 1954.791 0.38 0.354 0.457 5 7.6 7.1 9.1 0.519 0.692 10.4 13.8 47.0287 312.9713 41.3465 0 0 0 0 0 0 0 0 0 0 0
155 255 -901.446 2051.853 1972.346 -900.921 2051.942 1972.91 0.525 0.089 0.564 5 10.5 1.8 11.3 0.532 0.776 10.6 15.5 80.3785 279.6215 46.646 0 0 0 0 0 0 0 0 0 0 0
158 255 -887.429 2046.853 1969.356 -887.069 2046.93 1969.253 0.36 0.077 -0.103 5 7.2 1.5 -2.1 0.368 0.382 7.4 7.6 77.927 282.073 -15.6307 0 0 0 0 0 0 0 0 0 0 0
159 255 -899.396 2044.827 1965.988 -898.795 2044.884 1966.503 0.601 0.057 0.515 5 12 1.1 10.3 0.604 0.794 12.1 15.9 84.5822 275.4178 40.4667 0 0 0 0 0 0 0 0 0 0 0
180 255 -858.565 2073.124 1969.079 -858.359 2073.608 1969.403 0.206 0.484 0.324 5 4.1 9.7 6.5 0.526 0.618 10.5 12.4 23.0556 336.9444 31.6311 0 0 0 0 0 0 0 0 0 0 0
182 255 -810.931 2070.391 1961.219 -810.651 2070.665 1960.768 0.28 0.274 -0.451 5 5.6 5.5 -9 0.392 0.597 7.8 11.9 45.6205 314.3795 -49.0209 0 0 0 0 0 0 0 0 0 0 0
183 255 -857.166 2068.921 1964.575 -856.664 2069.781 1965.57 0.502 0.86 0.995 5 10 17.2 19.9 0.996 1.408 19.9 28.2 30.273 329.727 44.9772 0 0 0 0 0 0 0 0 0 0 0
185 255 -851.202 2068 1961.118 -850.956 2068.464 1961.09 0.246 0.464 -0.028 5 4.9 9.3 -0.6 0.525 0.526 10.5 10.5 27.9313 332.0687 -3.0518 0 0 0 0 0 0 0 0 0 0 0
186 255 -830.528 2068.397 1958.676 -830.492 2068.586 1958.153 0.036 0.189 -0.523 5 0.7 3.8 -10.5 0.192 0.557 3.8 11.1 10.7843 349.2157 -69.8028 0 0 0 0 0 0 0 0 0 0 0
188 255 -822.516 2067.055 1958.175 -822.495 2067.429 1958.025 0.021 0.374 -0.15 5 0.4 7.5 -3 0.375 0.404 7.5 8.1 3.2138 356.7862 -21.8231 0 0 0 0 0 0 0 0 0 0 0
189 255 -814.85 2063.112 1956.114 -814.71 2063.59 1956.587 0.14 0.478 0.473 5 2.8 9.6 9.5 0.498 0.687 10 13.7 16.3246 343.6754 43.5205 0 0 0 0 0 0 0 0 0 0 0
190 255 -832.971 2056.468 1947.507 -832.89 2057.346 1948.326 0.081 0.878 0.819 5 1.6 17.6 16.4 0.882 1.203 17.6 24.1 5.2709 354.7291 42.8877 0 0 0 0 0 0 0 0 0 0 0
191 255 -821.954 2057.31 1948.68 -821.834 2057.823 1948.383 0.12 0.513 -0.297 5 2.4 10.3 -5.9 0.527 0.605 10.5 12.1 13.1658 346.8342 -29.4113 0 0 0 0 0 0 0 0 0 0 0
192 255 -804.094 2056.67 1950.034 -803.807 2057.264 1951.836 0.287 0.594 1.802 5 5.7 11.9 36 0.66 1.919 13.2 38.4 25.7882 334.2118 69.8926 0 0 0 0 0 0 0 0 0 0 0
193 255 -825.435 2057.194 1948.444 -825.36 2057.757 1948.595 0.075 0.563 0.151 5 1.5 11.3 3 0.568 0.588 11.4 11.8 7.588 352.412 14.8881 0 0 0 0 0 0 0 0 0 0 0
194 255 -807.452 2056.436 1950.712 -807.245 2056.962 1951.749 0.207 0.526 1.037 5 4.1 10.5 20.7 0.565 1.181 11.3 23.6 21.4814 338.5186 61.4053 0 0 0 0 0 0 0 0 0 0 0
195 255 -818.599 2053.955 1945.628 -818.463 2054.393 1945.904 0.136 0.438 0.276 5 2.7 8.8 5.5 0.459 0.535 9.2 10.7 17.2497 342.7503 31.0393 0 0 0 0 0 0 0 0 0 0 0
196 255 -814.201 2054.312 1946.465 -814.018 2054.813 1947.062 0.183 0.501 0.597 5 3.7 10 11.9 0.533 0.801 10.7 16 20.0657 339.9343 48.2215 0 0 0 0 0 0 0 0 0 0 0
197 255 -817.802 2050.789 1942.101 -817.652 2051.341 1942.722 0.15 0.552 0.621 5 3 11 12.4 0.572 0.844 11.4 16.9 15.2024 344.7976 47.3511 0 0 0 0 0 0 0 0 0 0 0
198 255 -809.877 2048.597 1940.383 -809.563 2048.985 1940.804 0.314 0.388 0.421 5 6.3 7.8 8.4 0.499 0.653 10 13.1 38.9825 321.0175 40.146 0 0 0 0 0 0 0 0 0 0 0
203 255 -820.593 2044.764 1937.213 -820.51 2045.233 1936.633 0.083 0.469 -0.58 5 1.7 9.4 -11.6 0.476 0.75 9.5 15 10.0359 349.9641 -50.6076 0 0 0 0 0 0 0 0 0 0 0
204 255 -817.065 2043.237 1935.387 -816.909 2043.697 1935.502 0.156 0.46 0.115 5 3.1 9.2 2.3 0.486 0.499 9.7 10 18.7334 341.2666 13.3199 0 0 0 0 0 0 0 0 0 0 0
218 255 -781.361 2067.104 1954.291 -781.003 2067.23 1954.148 0.358 0.126 -0.143 5 7.2 2.5 -2.9 0.38 0.406 7.6 8.1 70.6102 289.3898 -20.6457 0 0 0 0 0 0 0 0 0 0 0
220 255 -799.116 2063.617 1956.183 -798.909 2063.983 1956.108 0.207 0.366 -0.075 5 4.1 7.3 -1.5 0.42 0.427 8.4 8.5 29.4914 330.5086 -10.1133 0 0 0 0 0 0 0 0 0 0 0
222 0 -755.707 2060.19 1944.597 -755.472 2060.498 1945.132 0.235 0.308 0.535 5 4.7 6.2 10.7 0.387 0.661 7.7 13.2 37.3432 322.6568 54.0903 0 0 0 0 0 0 0 0 0 0 0
223 0 -761.093 2057.95 1945.468 -761.048 2058.272 1945.328 0.045 0.322 -0.14 5 0.9 6.4 -2.8 0.325 0.354 6.5 7.1 7.9556 352.0444 -23.2966 0 0 0 0 0 0 0 0 0 0 0
224 0 -752.033 2057.044 1942.304 -751.902 2057.486 1942.292 0.131 0.442 -0.012 5 2.6 8.8 -0.2 0.461 0.461 9.2 9.2 16.5088 343.4912 -1.4911 0 0 0 0 0 0 0 0 0 0 0
226 0 -743.572 2053.424 1936.653 -743.473 2053.73 1936.257 0.099 0.306 -0.396 5 2 6.1 -7.9 0.322 0.51 6.4 10.2 17.9279 342.0721 -50.9178 0 0 0 0 0 0 0 0 0 0 0
227 0 -751.38 2053.292 1940.007 -751.292 2053.78 1940.86 0.088 0.488 0.853 5 1.8 9.8 17.1 0.496 0.987 9.9 19.7 10.2222 349.7778 59.8295 0 0 0 0 0 0 0 0 0 0 0
229 255 -776.516 2053.566 1949.806 -776.331 2053.816 1949.683 0.185 0.25 -0.123 5 3.7 5 -2.5 0.311 0.334 6.2 6.7 36.5014 323.4986 -21.5783 0 0 0 0 0 0 0 0 0 0 0
230 255 -761.339 2053.738 1942.866 -761.359 2053.958 1941.741 -0.02 0.22 -1.125 5 -0.4 4.4 -22.5 0.221 1.146 4.4 22.9 354.8056 5.1944 -78.8906 0 0 0 0 0 0 0 0 0 0 0
231 0 -747.671 2052.356 1937.604 -747.484 2052.86 1938.749 0.187 0.504 1.145 5 3.7 10.1 22.9 0.538 1.265 10.8 25.3 20.3565 339.6435 64.8501 0 0 0 0 0 0 0 0 0 0 0
232 255 -772.295 2053.413 1949.325 -772.214 2053.656 1947.969 0.081 0.243 -1.356 5 1.6 4.9 -27.1 0.256 1.38 5.1 27.6 18.4349 341.5651 -79.303 0 0 0 0 0 0 0 0 0 0 0
233 255 -768.04 2051.133 1942.818 -767.503 2051.508 1943.921 0.537 0.375 1.103 5 10.7 7.5 22.1 0.655 1.283 13.1 25.7 55.0725 304.9275 59.2976 0 0 0 0 0 0 0 0 0 0 0
234 0 -743.144 2050.4 1934.442 -743.071 2050.687 1934.404 0.073 0.287 -0.038 5 1.5 5.7 -0.8 0.296 0.299 5.9 6 14.2709 345.7291 -7.3121 0 0 0 0 0 0 0 0 0 0 0
235 255 -775.772 2048.917 1947.339 -775.066 2049.386 1949.909 0.706 0.469 2.57 5 14.1 9.4 51.4 0.848 2.706 17 54.1 56.4037 303.5963 71.7475 0 0 0 0 0 0 0 0 0 0 0
236 255 -764.349 2050.141 1939.269 -764.457 2050.189 1937.234 -0.108 0.048 -2.035 5 -2.2 1 -40.7 0.118 2.038 2.4 40.8 293.9625 66.0375 -86.6762 0 0 0 0 0 0 0 0 0 0 0
237 255 -795.091 2048.19 1947.944 -794.509 2048.852 1951.048 0.582 0.662 3.104 5 11.6 13.2 62.1 0.881 3.227 17.6 64.5 41.3205 318.6795 74.1468 0 0 0 0 0 0 0 0 0 0 0
239 255 -788.21 2045.271 1934.239 -788.168 2045.66 1935.033 0.042 0.389 0.794 5 0.8 7.8 15.9 0.391 0.885 7.8 17.7 6.1623 353.8377 63.7672 0 0 0 0 0 0 0 0 0 0 0
241 0 -744.44 2045.334 1929.153 -744.562 2045.859 1929.302 -0.122 0.525 0.149 5 -2.4 10.5 3 0.539 0.559 10.8 11.2 346.9177 13.0823 15.4531 0 0 0 0 0 0 0 0 0 0 0
243 255 -793.132 2042.928 1931.561 -793.323 2043.341 1930.298 -0.191 0.413 -1.263 5 -3.8 8.3 -25.3 0.455 1.342 9.1 26.8 335.1809 24.8191 -70.1872 0 0 0 0 0 0 0 0 0 0 0
244 0 -740.309 2041.093 1924.545 -740.26 2041.402 1924.919 0.049 0.309 0.374 5 1 6.2 7.5 0.313 0.488 6.3 9.8 9.0107 350.9893 50.0866 0 0 0 0 0 0 0 0 0 0 0
245 255 -762.721 2040.639 1928.036 -762.641 2040.681 1926.329 0.08 0.042 -1.707 5 1.6 0.8 -34.1 0.09 1.709 1.8 34.2 62.3005 297.6995 -86.97 0 0 0 0 0 0 0 0 0 0 0
268 0 -691.068 2072.989 1915.183 -690.777 2072.981 1915.249 0.291 -0.008 0.066 5 5.8 -0.2 1.3 0.291 0.298 5.8 6 91.5747 268.4253 12.7741 0 0 0 0 0 0 0 0 0 0 0
271 0 -712.299 2065.165 1932.527 -712.228 2065.541 1931.957 0.071 0.376 -0.57 5 1.4 7.5 -11.4 0.383 0.687 7.7 13.7 10.6932 349.3068 -56.1263 0 0 0 0 0 0 0 0 0 0 0
272 0 -695.022 2065.935 1917.975 -694.709 2065.834 1917.738 0.313 -0.101 -0.237 5 6.3 -2 -4.7 0.329 0.405 6.6 8.1 107.884 252.116 -35.7766 0 0 0 0 0 0 0 0 0 0 0
273 0 -705.75 2063.607 1928.194 -705.57 2063.728 1928.433 0.18 0.121 0.239 5 3.6 2.4 4.8 0.217 0.323 4.3 6.5 56.0901 303.9099 47.7767 0 0 0 0 0 0 0 0 0 0 0
274 0 -694.38 2062.439 1917.225 -694.125 2062.333 1917.008 0.255 -0.106 -0.217 5 5.1 -2.1 -4.3 0.276 0.351 5.5 7 112.572 247.428 -38.16 0 0 0 0 0 0 0 0 0 0 0
275 0 -708.829 2062.789 1930.555 -708.64 2063.017 1930.471 0.189 0.228 -0.084 5 3.8 4.6 -1.7 0.296 0.308 5.9 6.2 39.6569 320.3431 -15.8354 0 0 0 0 0 0 0 0 0 0 0
276 0 -682.632 2061.262 1908.257 -682.47 2061.204 1908.446 0.162 -0.058 0.189 5 3.2 -1.2 3.8 0.172 0.256 3.4 5.1 109.6986 250.3014 47.6846 0 0 0 0 0 0 0 0 0 0 0
277 0 -694.907 2059.201 1917.933 -694.671 2059.23 1917.716 0.236 0.029 -0.217 5 4.7 0.6 -4.3 0.238 0.322 4.8 6.4 82.9945 277.0055 -42.3844 0 0 0 0 0 0 0 0 0 0 0
278 0 -705.541 2059.905 1927.517 -705.25 2060.189 1928.125 0.291 0.284 0.608 5 5.8 5.7 12.2 0.407 0.731 8.1 14.6 45.6975 314.3025 56.2263 0 0 0 0 0 0 0 0 0 0 0
279 0 -716.979 2057.747 1930.449 -716.793 2058.075 1930.675 0.186 0.328 0.226 5 3.7 6.6 4.5 0.377 0.44 7.5 8.8 29.5564 330.4436 30.9369 0 0 0 0 0 0 0 0 0 0 0
280 0 -692.397 2056.883 1916.537 -692.228 2057.065 1916.522 0.169 0.182 -0.015 5 3.4 3.6 -0.3 0.248 0.249 5 5 42.8789 317.1211 -3.4562 0 0 0 0 0 0 0 0 0 0 0
281 0 -681.73 2055.519 1909.402 -681.557 2055.938 1909.822 0.173 0.419 0.42 5 3.5 8.4 8.4 0.453 0.618 9.1 12.4 22.4351 337.5649 42.8157 0 0 0 0 0 0 0 0 0 0 0
282 0 -686.841 2052.287 1913.665 -686.631 2052.844 1914.529 0.21 0.557 0.864 5 4.2 11.1 17.3 0.595 1.049 11.9 21 20.6574 339.3426 55.4342 0 0 0 0 0 0 0 0 0 0 0
283 0 -736.148 2050.14 1930.822 -736.162 2050.539 1930.559 -0.014 0.399 -0.263 5 -0.3 8 -5.3 0.399 0.478 8 9.6 357.9904 2.0096 -33.3746 0 0 0 0 0 0 0 0 0 0 0
284 0 -681.141 2049.436 1910.12 -680.984 2049.947 1910.486 0.157 0.511 0.366 5 3.1 10.2 7.3 0.535 0.648 10.7 13 17.0791 342.9209 34.3977 0 0 0 0 0 0 0 0 0 0 0
285 0 -686.59 2048.381 1914.43 -686.338 2048.905 1915.597 0.252 0.524 1.167 5 5 10.5 23.3 0.581 1.304 11.6 26.1 25.6836 334.3164 63.5157 0 0 0 0 0 0 0 0 0 0 0
286 0 -731.746 2048.404 1929.27 -731.811 2048.758 1927.916 -0.065 0.354 -1.354 5 -1.3 7.1 -27.1 0.36 1.401 7.2 28 349.5955 10.4045 -75.114 0 0 0 0 0 0 0 0 0 0 0
287 0 -740.147 2047.682 1931.027 -740.137 2048.013 1930.96 0.01 0.331 -0.067 5 0.2 6.6 -1.3 0.331 0.338 6.6 6.8 1.7305 358.2695 -11.4379 0 0 0 0 0 0 0 0 0 0 0
288 0 -721.645 2046.625 1926.512 -721.619 2046.86 1925.766 0.026 0.235 -0.746 5 0.5 4.7 -14.9 0.236 0.783 4.7 15.7 6.3134 353.6866 -72.4147 0 0 0 0 0 0 0 0 0 0 0
289 0 -710.261 2045.63 1923.112 -710.294 2046.043 1923.258 -0.033 0.413 0.146 5 -0.7 8.3 2.9 0.414 0.439 8.3 8.8 355.4316 4.5684 19.4118 0 0 0 0 0 0 0 0 0 0 0
290 0 -699.682 2043.954 1919.61 -699.671 2044.332 1919.717 0.011 0.378 0.107 5 0.2 7.6 2.1 0.378 0.393 7.6 7.9 1.6669 358.3331 15.7988 0 0 0 0 0 0 0 0 0 0 0
291 0 -692.851 2041.871 1916.622 -692.802 2042.275 1916.828 0.049 0.404 0.206 5 1 8.1 4.1 0.407 0.456 8.1 9.1 6.9155 353.0845 26.8481 0 0 0 0 0 0 0 0 0 0 0
292 0 -705.881 2042.469 1919.987 -705.925 2042.833 1919.908 -0.044 0.364 -0.079 5 -0.9 7.3 -1.6 0.367 0.375 7.3 7.5 353.1076 6.8924 -12.1593 0 0 0 0 0 0 0 0 0 0 0
293 0 -715.599 2041.921 1921.162 -715.674 2042.364 1921.091 -0.075 0.443 -0.071 5 -1.5 8.9 -1.4 0.449 0.455 9 9.1 350.3909 9.6091 -8.9798 0 0 0 0 0 0 0 0 0 0 0
294 0 -727.902 2041.382 1923.148 -728.183 2041.857 1922.111 -0.281 0.475 -1.037 5 -5.6 9.5 -20.7 0.552 1.175 11 23.5 329.3923 30.6077 -61.978 0 0 0 0 0 0 0 0 0 0 0
295 0 -710.241 2041.661 1920.158 -710.238 2042 1920.083 0.003 0.339 -0.075 5 0.1 6.8 -1.5 0.339 0.347 6.8 6.9 0.507 359.493 -12.4746 0 0 0 0 0 0 0 0 0 0 0
296 0 -685.54 2041.07 1913.722 -685.405 2041.504 1914.104 0.135 0.434 0.382 5 2.7 8.7 7.6 0.455 0.594 9.1 11.9 17.2788 342.7212 40.0458 0 0 0 0 0 0 0 0 0 0 0
320 0 -634.689 2072.375 1869.595 -634.202 2072.547 1869.972 0.487 0.172 0.377 5 9.7 3.4 7.5 0.516 0.639 10.3 12.8 70.5477 289.4523 36.1272 0 0 0 0 0 0 0 0 0 0 0
321 0 -641.45 2071.938 1875.236 -640.896 2071.968 1874.686 0.554 0.03 -0.55 5 11.1 0.6 -11 0.555 0.781 11.1 15.6 86.9004 273.0996 -44.7505 0 0 0 0 0 0 0 0 0 0 0
322 0 -626.286 2071.915 1865.094 -625.87 2072.061 1864.709 0.416 0.146 -0.385 5 8.3 2.9 -7.7 0.441 0.585 8.8 11.7 70.6609 289.3391 -41.1294 0 0 0 0 0 0 0 0 0 0 0
324 0 -646.54 2070.372 1878.712 -645.956 2070.26 1878.398 0.584 -0.112 -0.314 5 11.7 -2.2 -6.3 0.595 0.672 11.9 13.4 100.8564 259.1436 -27.8362 0 0 0 0 0 0 0 0 0 0 0
325 0 -675.983 2066.842 1902.349 -675.915 2066.989 1902.424 0.068 0.147 0.075 5 1.4 2.9 1.5 0.162 0.178 3.2 3.6 24.8246 335.1754 24.847 0 0 0 0 0 0 0 0 0 0 0
326 0 -638.379 2066.43 1871.438 -637.793 2066.597 1871.24 0.586 0.167 -0.198 5 11.7 3.3 -4 0.609 0.641 12.2 12.8 74.0934 285.9066 -18.0014 0 0 0 0 0 0 0 0 0 0 0
327 0 -627.892 2067.032 1864.864 -627.399 2067.236 1864.862 0.493 0.204 -0.002 5 9.9 4.1 0 0.534 0.534 10.7 10.7 67.5206 292.4794 -0.2148 0 0 0 0 0 0 0 0 0 0 0
329 0 -645.272 2066.954 1876.594 -644.7 2066.951 1876.113 0.572 -0.003 -0.481 5 11.4 -0.1 -9.6 0.572 0.747 11.4 14.9 90.3005 269.6995 -40.0604 0 0 0 0 0 0 0 0 0 0 0
330 0 -624.265 2066.642 1862.364 -623.756 2066.825 1862.492 0.509 0.183 0.128 5 10.2 3.7 2.6 0.541 0.556 10.8 11.1 70.225 289.775 13.3138 0 0 0 0 0 0 0 0 0 0 0
331 0 -642.893 2065.115 1874.929 -642.287 2065.226 1874.363 0.606 0.111 -0.566 5 12.1 2.2 -11.3 0.616 0.837 12.3 16.7 79.6203 280.3797 -42.574 0 0 0 0 0 0 0 0 0 0 0
332 0 -633.826 2065.289 1868.423 -633.288 2065.483 1868.535 0.538 0.194 0.112 5 10.8 3.9 2.2 0.572 0.583 11.4 11.7 70.171 289.829 11.0803 0 0 0 0 0 0 0 0 0 0 0
333 0 -677.541 2064.164 1903.49 -677.461 2064.117 1903.575 0.08 -0.047 0.085 5 1.6 -0.9 1.7 0.093 0.126 1.9 2.5 120.4342 239.5658 42.4928 0 0 0 0 0 0 0 0 0 0 0
334 0 -657.611 2064.692 1886.857 -657.596 2064.323 1886.857 0.015 -0.369 0 5 0.3 -7.4 0 0.369 0.369 7.4 7.4 177.6722 182.3278 0 0 0 0 0 0 0 0 0 0 0 0
335 0 -669.161 2061.599 1897.032 -669.167 2061.528 1897.281 -0.006 -0.071 0.249 5 -0.1 -1.4 5 0.071 0.259 1.4 5.2 184.8304 175.1696 74.0312 0 0 0 0 0 0 0 0 0 0 0
336 0 -651.395 2061.429 1883.044 -651.285 2061.603 1881.988 0.11 0.174 -1.056 5 2.2 3.5 -21.1 0.206 1.076 4.1 21.5 32.3004 327.6996 -78.9692 0 0 0 0 0 0 0 0 0 0 0
337 0 -677.505 2061.888 1903.54 -677.345 2061.85 1904.161 0.16 -0.038 0.621 5 3.2 -0.8 12.4 0.164 0.642 3.3 12.8 103.3602 256.6398 75.1676 0 0 0 0 0 0 0 0 0 0 0
338 0 -627.63 2060.285 1864.133 -627.512 2059.766 1864.119 0.118 -0.519 -0.014 5 2.4 -10.4 -0.3 0.532 0.532 10.6 10.6 167.191 192.809 -1.5067 0 0 0 0 0 0 0 0 0 0 0
339 0 -642.697 2059.779 1876.156 -642.63 2059.142 1875.287 0.067 -0.637 -0.869 5 1.3 -12.7 -17.4 0.641 1.08 12.8 21.6 173.9957 186.0043 -53.6072 0 0 0 0 0 0 0 0 0 0 0
341 0 -637.165 2057.692 1870.613 -637.147 2056.451 1870.89 0.018 -1.241 0.277 5 0.4 -24.8 5.5 1.241 1.272 24.8 25.4 179.169 180.831 12.5813 0 0 0 0 0 0 0 0 0 0 0
342 0 -667.753 2056.537 1897.924 -667.832 2056.882 1898.2 -0.079 0.345 0.276 5 -1.6 6.9 5.5 0.354 0.449 7.1 9 347.1025 12.8975 37.9477 0 0 0 0 0 0 0 0 0 0 0
