"Punkt_ID" "X[m]" "Y[m]" "Z[m]" "PCode" "ErrCode" "P_X[m]" "dh[m]" "DOF" "D_XX[cm^2]" "D_YY[cm^2]" "D_ZZ[cm^2]" "D_XY[cm^2]" "D_XZ[cm^2]" "D_YZ[cm^2]"
53 -1038.978 2073.716 1965.617 0 0 0.313 0.363 1 246.6 265.3 3634.5 -14 -158.2 307.1
54 -1059.712 2073.802 1957.699 0 0 0.373 0.032 1 246.6 265.3 3657.8 -14 -144.3 311.8
55 -1064.062 2072.966 1956.656 0 0 0.442 0.255 1 246.6 265.3 3662.4 -9.3 -139.6 311.8
56 -1054.256 2072.846 1958.729 0 0 0.332 -0.379 1 246.6 265.3 3657.8 -14 -148.9 311.8
57 -1061.373 2071.003 1957.034 0 0 0.389 0.108 1 246.6 265.3 3662.4 -14 -144.3 311.8
58 -1059.002 2070.37 1957.276 0 0 0.378 -0.161 1 246.6 265.3 3662.4 -14 -144.3 311.8
59 -1064.832 2069.979 1957.45 0 0 0.463 0.15 1 246.6 265.3 3657.8 -9.3 -139.6 311.8
60 -1063.543 2068.208 1957.718 0 0 0.432 0.102 1 246.6 265.3 3657.8 -14 -139.6 311.8
61 -1058.483 2067.631 1957.272 0 0 0.341 -0.115 1 246.6 265.3 3662.4 -14 -144.3 316.4
62 -1066.223 2065.644 1956.366 0 0 0.451 0.226 1 246.6 265.3 3662.4 -9.3 -139.6 316.4
63 -1056.344 2064.742 1957.355 0 0 0.376 -0.223 1 246.6 265.3 3662.4 -14 -148.9 316.4
66 -1059.527 2063.439 1958.398 0 0 0.394 0.03 1 246.6 265.3 3657.8 -14 -144.3 316.4
67 -1052.888 2062.994 1957.458 0 0 0.46 -0.275 1 246.6 265.3 3657.8 -14 -148.9 316.4
69 -1041.563 2059.761 1961.913 0 0 0.444 0.218 1 246.6 265.3 3648.5 -14 -158.2 321.1
70 -1081.307 2054.034 1948.41 0 0 0.399 0.155 1 246.6 269.9 3685.7 -9.3 -130.3 325.8
71 -1069.56 2053.654 1952.568 0 0 0.383 0.042 1 246.6 269.9 3676.4 -14 -139.6 325.8
72 -1071.7 2052.63 1951.648 0 0 0.369 0.165 1 246.6 269.9 3676.4 -14 -135 325.8
73 -1046.006 2052.195 1958.345 0 0 0.336 0.108 1 246.6 269.9 3657.8 -14 -153.6 325.8
75 -1081.566 2050.286 1947.287 0 0 0.359 0.372 1 246.6 269.9 3690.4 -9.3 -130.3 330.4
76 -1051.009 2049.325 1959.001 0 0 0.343 0.203 1 246.6 269.9 3653.1 -14 -148.9 325.8
78 -1043.413 2047 1957.974 0 0 0.414 -0.143 1 246.6 269.9 3657.8 -14 -158.2 330.4
79 -1075.364 2045.607 1948.907 0 0 0.511 0.243 1 246.6 269.9 3685.7 -9.3 -135 335.1
80 -1083.91 2045.309 1945.054 0 0 0.338 0.456 1 246.6 269.9 3695 -9.3 -125.6 335.1
81 -1042.009 2043.588 1958.269 0 0 0.389 -0.072 1 246.6 269.9 3657.8 -14 -158.2 330.4
82 -1039.609 2042.501 1958.553 0 0 0.456 -0.105 1 246.6 269.9 3657.8 -14 -158.2 335.1
83 -1082.534 2042.922 1944.998 0 0 0.346 0.213 1 246.6 269.9 3695 -9.3 -130.3 335.1
84 -1052.828 2042.097 1956.986 0 0 0.36 0.098 1 246.6 269.9 3662.4 -14 -148.9 335.1
85 -1070.845 2040.72 1949.942 0 0 0.506 0.26 1 246.6 269.9 3681 -14 -135 335.1
86 -1061.898 2040.277 1952.834 0 0 0.468 -0.079 1 246.6 269.9 3671.7 -14 -144.3 335.1
87 -1041.025 2040.216 1958.601 0 0 0.42 0.019 1 246.6 269.9 3657.8 -14 -158.2 335.1
88 -1044.318 2039.979 1959.352 0 0 0.442 -0.013 1 246.6 269.9 3653.1 -14 -158.2 335.1
89 -1072.717 2038.514 1948.231 0 0 0.381 0.307 1 246.6 269.9 3685.7 -14 -135 339.7
115 -1022.704 2087.289 1974.043 0 0 0.433 0.505 1 246.6 260.6 3611.2 -14 -172.2 297.8
116 -1005.868 2087.081 1980.695 0 0 0.283 0.418 1 246.6 260.6 3592.6 -14 -181.5 297.8
117 -1030.37 2086.446 1971.294 0 0 0.383 0.633 1 246.6 260.6 3620.5 -14 -167.5 297.8
118 -1036.459 2086.926 1968.831 0 0 0.501 0.768 1 246.6 260.6 3625.2 -14 -162.9 297.8
119 -990.675 2086.318 1982.892 0 0 0.41 0.294 1 246.6 260.6 3583.3 -14 -195.5 297.8
120 -984.921 2086.221 1984.916 0 0 0.44 0.514 1 246.6 260.6 3578.7 -14 -195.5 297.8
121 -1023.244 2085.758 1973.773 0 0 0.42 0.47 1 246.6 260.6 3611.2 -14 -172.2 297.8
122 -995.424 2085.877 1982.241 0 0 0.339 0.467 1 246.6 260.6 3588 -14 -190.8 297.8
123 -987.593 2085.491 1984.205 0 0 0.444 0.583 1 246.6 260.6 3583.3 -14 -195.5 297.8
124 -984.898 2084.063 1985.046 0 0 0.354 0.516 1 246.6 260.6 3578.7 -14 -195.5 297.8
125 -1005.652 2083.642 1981.386 0 0 0.296 0.403 1 246.6 260.6 3588 -14 -181.5 297.8
126 -999.047 2083.323 1982.576 0 0 0.33 0.417 1 246.6 260.6 3588 -14 -186.1 297.8
127 -995.246 2083.581 1982.673 0 0 0.363 0.375 1 246.6 260.6 3588 -14 -190.8 297.8
128 -1022.215 2083.41 1974.357 0 0 0.422 0.596 1 246.6 260.6 3611.2 -14 -172.2 297.8
129 -997.555 2082.917 1982.933 0 0 0.335 0.529 1 246.6 260.6 3583.3 -14 -186.1 297.8
130 -1017.434 2082.7 1976.724 0 0 0.45 0.715 1 246.6 260.6 3601.9 -14 -172.2 297.8
131 -987.703 2082.127 1984.081 0 0 0.37 0.553 1 246.6 260.6 3583.3 -14 -195.5 297.8
132 -985.586 2081.439 1984.751 0 0 0.342 0.485 1 246.6 260.6 3578.7 -14 -195.5 297.8
133 -982.182 2081.512 1985.991 0 0 0.367 0.546 1 246.6 260.6 3574 -14 -200.1 297.8
134 -1038.734 2080.3 1966.803 0 0 0.382 0.44 1 246.6 265.3 3634.5 -14 -158.2 302.5
135 -1005.045 2080.15 1981.387 0 0 0.318 0.299 1 246.6 260.6 3588 -14 -181.5 302.5
136 -993.169 2080.231 1982.38 0 0 0.302 0.333 1 246.6 260.6 3588 -14 -190.8 302.5
137 -1039.995 2079.165 1966.036 0 0 0.4 0.417 1 246.6 265.3 3634.5 -14 -158.2 302.5
138 -1000.196 2078.16 1982.318 0 0 0.405 0.504 1 246.6 260.6 3588 -14 -186.1 302.5
139 -992.766 2078.151 1982.867 0 0 0.322 0.555 1 246.6 260.6 3583.3 -14 -190.8 302.5
140 -982.632 2078.1 1985.663 0 0 0.405 0.449 1 246.6 260.6 3578.7 -14 -200.1 302.5
141 -990.74 2076.941 1982.897 0 0 0.356 0.56 1 246.6 260.6 3583.3 -14 -195.5 302.5
142 -1025.965 2076.094 1971.993 0 0 0.404 0.08 1 246.6 265.3 3615.9 -14 -167.5 307.1
143 -998.13 2074.813 1983.184 0 0 0.387 0.57 1 246.6 260.6 3583.3 -14 -186.1 302.5
144 -1038.978 2073.716 1965.617 0 0 0.313 0.363 1 246.6 265.3 3634.5 -14 -158.2 307.1
145 -995.992 2073.557 1983.183 0 0 0.314 0.695 1 246.6 260.6 3583.3 -14 -190.8 307.1
146 -991.298 2073.146 1983.126 0 0 0.3 0.626 1 246.6 260.6 3583.3 -14 -190.8 307.1
147 -987.88 2073.605 1983.837 0 0 0.306 0.894 1 246.6 260.6 3583.3 -14 -195.5 307.1
148 -1000.011 2073.558 1983.596 0 0 0.424 0.455 1 246.6 260.6 3583.3 -14 -186.1 307.1
149 -982.028 2072.864 1985.488 0 0 0.247 0.426 1 246.6 260.6 3578.7 -18.6 -200.1 307.1
150 -998.78 2071.925 1984.219 0 0 0.445 0.458 1 246.6 260.6 3583.3 -14 -186.1 307.1
151 -988.874 2071.905 1983.636 0 0 0.352 0.903 1 246.6 260.6 3583.3 -14 -195.5 307.1
152 -1026.478 2071.4 1971.521 0 0 0.382 0.072 1 246.6 265.3 3620.5 -14 -167.5 307.1
153 -1001.396 2070.543 1982.902 0 0 0.442 0.488 1 246.6 260.6 3583.3 -14 -186.1 307.1
154 -1020.781 2069.057 1973.702 0 0 0.347 0.013 1 246.6 265.3 3611.2 -14 -172.2 311.8
155 -1008.414 2069.434 1979.078 0 0 0.411 0.4 1 246.6 265.3 3597.3 -14 -181.5 307.1
156 -991.73 2069.073 1983.359 0 0 0.363 0.599 1 246.6 260.6 3583.3 -14 -190.8 307.1
157 -1026.24 2067.935 1971.183 0 0 0.353 0.009 1 246.6 265.3 3620.5 -14 -167.5 311.8
158 -985.359 2067.534 1985.073 0 0 0.421 0.657 1 246.6 260.6 3578.7 -18.6 -195.5 311.8
159 -1009.192 2067.626 1978.638 0 0 0.419 0.47 1 246.6 265.3 3597.3 -14 -181.5 311.8
160 -997.154 2067.905 1985.079 0 0 0.414 0.595 1 246.6 260.6 3578.7 -14 -186.1 307.1
161 -989.932 2066.702 1984.166 0 0 0.383 0.754 1 246.6 265.3 3583.3 -18.6 -195.5 311.8
162 -1004.43 2066.138 1979.901 0 0 0.412 0.517 1 246.6 265.3 3592.6 -14 -181.5 311.8
163 -979.724 2065.924 1986.1 0 0 0.402 0.619 1 246.6 265.3 3574 -18.6 -200.1 311.8
164 -994.82 2065.797 1985.031 0 0 0.429 0.579 1 246.6 265.3 3578.7 -14 -190.8 311.8
165 -1009.293 2064.154 1978.119 0 0 0.366 0.576 1 246.6 265.3 3597.3 -14 -181.5 311.8
166 -997.329 2064.076 1983.25 0 0 0.459 0.517 1 246.6 265.3 3583.3 -14 -186.1 311.8
167 -980.527 2064.439 1986.237 0 0 0.412 0.407 1 246.6 265.3 3574 -18.6 -200.1 311.8
168 -978.443 2063.588 1986.774 0 0 0.409 0.521 1 246.6 265.3 3574 -18.6 -200.1 311.8
169 -986.271 2062.269 1985.277 0 0 0.378 0.411 1 246.6 265.3 3578.7 -18.6 -195.5 311.8
170 -987.935 2062.119 1985.101 0 0 0.41 0.407 1 246.6 265.3 3578.7 -18.6 -195.5 311.8
171 -1012.434 2061.422 1976.487 0 0 0.415 0.59 1 246.6 265.3 3601.9 -14 -176.8 316.4
172 -983.299 2061.493 1985.469 0 0 0.383 0.279 1 246.6 265.3 3578.7 -18.6 -200.1 311.8
173 -980.789 2060.983 1985.969 0 0 0.363 0.329 1 246.6 265.3 3574 -18.6 -200.1 316.4
174 -1019.809 2060.7 1972.938 0 0 0.409 0.181 1 246.6 265.3 3615.9 -14 -172.2 316.4
175 -989.031 2059.923 1985.089 0 0 0.435 0.511 1 246.6 265.3 3578.7 -18.6 -195.5 316.4
176 -979.112 2059.096 1986.371 0 0 0.311 0.404 1 246.6 265.3 3574 -18.6 -200.1 316.4
177 -983.679 2058.411 1985.225 0 0 0.358 0.225 1 246.6 265.3 3578.7 -18.6 -200.1 316.4
178 -1022.048 2058.727 1970.981 0 0 0.482 0.11 1 246.6 265.3 3620.5 -14 -172.2 316.4
179 -982.425 2058.192 1985.325 0 0 0.342 0.267 1 246.6 265.3 3578.7 -18.6 -200.1 316.4
180 -986.918 2058.28 1985.119 0 0 0.389 0.383 1 246.6 265.3 3578.7 -18.6 -195.5 316.4
181 -1012.188 2056.763 1974.819 0 0 0.396 0.413 1 246.6 265.3 3606.6 -14 -176.8 321.1
182 -1000.253 2056.685 1979.146 0 0 0.396 0.467 1 246.6 265.3 3597.3 -14 -186.1 316.4
183 -981.245 2056.37 1985.51 0 0 0.373 0.259 1 246.6 265.3 3578.7 -18.6 -200.1 316.4
184 -1016.757 2055.653 1972.213 0 0 0.376 0.281 1 246.6 265.3 3615.9 -14 -176.8 321.1
185 -983.001 2055.002 1985.245 0 0 0.36 0.245 1 246.6 265.3 3578.7 -18.6 -200.1 316.4
186 -986.476 2054.703 1984.129 0 0 0.331 0.372 1 246.6 265.3 3583.3 -18.6 -195.5 321.1
187 -1010.619 2051.38 1972.466 0 0 0.318 -0.1 1 246.6 265.3 3615.9 -14 -181.5 325.8
188 -1016.454 2051.807 1970.553 0 0 0.339 0.212 1 246.6 265.3 3620.5 -14 -176.8 325.8
189 -985.08 2051.201 1983.524 0 0 0.38 0.403 1 246.6 265.3 3583.3 -18.6 -195.5 321.1
190 -980.209 2050.347 1985.444 0 0 0.404 0.413 1 246.6 265.3 3578.7 -18.6 -200.1 321.1
191 -987.135 2049.186 1982.162 0 0 0.438 0.365 1 246.6 265.3 3588 -18.6 -195.5 325.8
192 -1029.066 2049.169 1964.686 0 0 0.464 -0.021 1 246.6 265.3 3639.2 -14 -167.5 325.8
193 -1009.954 2048.541 1971.778 0 0 0.294 -0.154 1 246.6 265.3 3615.9 -14 -181.5 325.8
194 -1008.052 2048.245 1972.394 0 0 0.329 -0.159 1 246.6 265.3 3615.9 -14 -181.5 325.8
195 -987.924 2047.869 1981.538 0 0 0.422 0.354 1 246.6 265.3 3588 -18.6 -195.5 325.8
196 -1002.622 2047.603 1974.375 0 0 0.293 0.043 1 246.6 265.3 3611.2 -18.6 -186.1 325.8
197 -1016.049 2046.045 1969.331 0 0 0.329 0.337 1 246.6 265.3 3625.2 -14 -176.8 330.4
198 -1013.127 2043.423 1969.461 0 0 0.293 0.335 1 246.6 269.9 3625.2 -14 -176.8 330.4
199 -986.395 2043.451 1980.614 0 0 0.321 0.337 1 246.6 265.3 3592.6 -18.6 -195.5 330.4
200 -1039.609 2042.501 1958.553 0 0 0.456 -0.105 1 246.6 269.9 3657.8 -14 -158.2 335.1
201 -1004.996 2042.51 1972.115 0 0 0.284 0.16 1 246.6 265.3 3615.9 -18.6 -186.1 330.4
202 -995.383 2043.084 1977.13 0 0 0.423 0.583 1 246.6 265.3 3601.9 -18.6 -190.8 330.4
203 -1019.353 2042.48 1967.243 0 0 0.314 0.54 1 246.6 269.9 3629.9 -14 -172.2 330.4
204 -1007.617 2042.467 1971.2 0 0 0.271 0.307 1 246.6 269.9 3620.5 -14 -181.5 330.4
205 -1041.025 2040.216 1958.601 0 0 0.42 0.019 1 246.6 269.9 3657.8 -14 -158.2 335.1
206 -1036.616 2039.959 1959.185 0 0 0.427 0.172 1 246.6 269.9 3653.1 -14 -162.9 335.1
207 -991.483 2040.146 1977.264 0 0 0.391 0.484 1 246.6 265.3 3601.9 -18.6 -195.5 330.4
245 -927.658 2087.137 1994.045 255 0 0.163 0.118 1 251.3 260.6 3555.4 -18.6 -237.3 293.2
246 -920.484 2087.04 1993.406 255 0 0.339 0.351 1 251.3 260.6 3555.4 -18.6 -242 293.2
247 -963.672 2086.873 1991.06 0 0 0.274 0.482 1 246.6 260.6 3560 -18.6 -214.1 293.2
248 -961.511 2086.479 1991.428 0 0 0.254 0.378 1 246.6 260.6 3560 -18.6 -214.1 293.2
249 -948.108 2086.861 1993.428 0 0 0.134 0.16 1 251.3 260.6 3555.4 -18.6 -223.4 293.2
250 -971.622 2086.569 1989.476 0 0 0.36 0.598 1 246.6 260.6 3564.7 -18.6 -204.8 293.2
251 -930.526 2086.634 1994.033 255 0 0.236 0.34 1 251.3 260.6 3555.4 -18.6 -237.3 293.2
252 -955.834 2085.885 1992.034 0 0 0.111 0.09 1 251.3 260.6 3560 -18.6 -218.7 293.2
253 -945.346 2086.118 1994.004 255 0 0.22 -0.007 1 251.3 260.6 3555.4 -18.6 -223.4 293.2
254 -941.21 2086.114 1994.027 255 0 0.21 -0.113 1 251.3 260.6 3555.4 -18.6 -228 293.2
255 -936.594 2085.976 1993.569 255 0 0.182 -0.031 1 251.3 260.6 3555.4 -18.6 -232.7 293.2
256 -969.636 2085.886 1990.267 0 0 0.379 0.614 1 246.6 260.6 3564.7 -18.6 -209.4 293.2
257 -974.149 2085.708 1988.496 0 0 0.349 0.556 1 246.6 260.6 3569.4 -18.6 -204.8 297.8
258 -927.707 2085.041 1994.048 255 0 0.287 0.442 1 251.3 260.6 3555.4 -18.6 -237.3 293.2
259 -918.949 2084.53 1993.291 255 0 0.343 0.394 1 251.3 260.6 3555.4 -18.6 -246.6 297.8
260 -949.316 2082.777 1993.146 255 0 0.188 0.059 1 251.3 260.6 3555.4 -18.6 -223.4 297.8
261 -941.511 2082.857 1994.095 255 0 0.217 -0.1 1 251.3 260.6 3550.7 -18.6 -228 297.8
262 -975.611 2082.553 1988.147 0 0 0.339 0.591 1 246.6 260.6 3569.4 -18.6 -204.8 297.8
263 -929.762 2082.808 1994.01 255 0 0.313 0.453 1 251.3 260.6 3555.4 -18.6 -237.3 297.8
264 -969.877 2082.639 1990.314 0 0 0.41 0.541 1 246.6 260.6 3564.7 -18.6 -209.4 297.8
265 -959.904 2082.625 1991.93 0 0 0.191 0.42 1 246.6 260.6 3560 -18.6 -214.1 297.8
266 -937.061 2082.1 1993.863 255 0 0.303 0.172 1 251.3 260.6 3555.4 -18.6 -232.7 297.8
267 -932.078 2082.127 1994.044 255 0 0.333 0.444 1 251.3 260.6 3555.4 -18.6 -232.7 297.8
268 -949.524 2081.325 1993.623 255 0 0.252 0.009 1 251.3 260.6 3555.4 -18.6 -223.4 297.8
269 -933.997 2081.647 1993.957 255 0 0.324 0.321 1 251.3 260.6 3555.4 -18.6 -232.7 297.8
270 -922.72 2080.972 1993.275 255 0 0.328 0.678 1 251.3 260.6 3555.4 -18.6 -242 297.8
271 -958.298 2080.334 1992.215 0 0 0.324 0.474 1 251.3 260.6 3560 -18.6 -214.1 297.8
272 -928.433 2080.909 1993.68 255 0 0.358 0.506 1 251.3 260.6 3555.4 -18.6 -237.3 297.8
273 -932.452 2080.359 1994.071 255 0 0.375 0.426 1 251.3 260.6 3555.4 -18.6 -232.7 297.8
274 -948.311 2079.732 1993.897 255 0 0.35 0.065 1 251.3 260.6 3555.4 -18.6 -223.4 297.8
275 -963.686 2079.371 1991.822 0 0 0.424 0.559 1 246.6 260.6 3560 -18.6 -214.1 297.8
276 -962.216 2078.021 1992.107 0 0 0.425 0.629 1 246.6 260.6 3560 -18.6 -214.1 302.5
277 -920.906 2077.648 1992.964 255 0 0.327 0.599 1 251.3 260.6 3555.4 -18.6 -242 302.5
278 -946.566 2077.31 1994.255 255 0 0.376 0.163 1 251.3 260.6 3550.7 -18.6 -223.4 302.5
279 -934.759 2074.608 1994.023 255 0 0.291 0.11 1 251.3 260.6 3555.4 -18.6 -232.7 302.5
280 -960.414 2074.468 1992.399 255 0 0.352 0.587 1 246.6 260.6 3555.4 -18.6 -214.1 302.5
281 -925.992 2074.577 1993.055 255 0 0.344 0.555 1 251.3 260.6 3555.4 -18.6 -237.3 302.5
282 -922.701 2074.839 1993.116 255 0 0.36 0.641 1 251.3 260.6 3555.4 -18.6 -242 302.5
283 -947.588 2074.088 1995.254 255 0 0.313 -0.085 1 251.3 260.6 3550.7 -18.6 -223.4 302.5
284 -919.134 2074.026 1992.609 255 0 0.369 0.496 1 251.3 260.6 3555.4 -18.6 -246.6 302.5
285 -931.183 2073.32 1993.447 255 0 0.26 0.311 1 251.3 260.6 3555.4 -18.6 -237.3 302.5
286 -928.12 2072.827 1993.042 255 0 0.304 0.415 1 251.3 260.6 3555.4 -18.6 -237.3 302.5
287 -950.837 2073.202 1996.644 255 0 0.308 -0.261 1 251.3 260.6 3546.1 -18.6 -218.7 302.5
288 -958.645 2072.572 1993.218 255 0 0.237 0.49 1 246.6 260.6 3555.4 -18.6 -214.1 302.5
289 -953.96 2072.439 1995.596 255 0 0.438 0.614 1 251.3 260.6 3546.1 -18.6 -218.7 302.5
290 -929.377 2071.404 1993.125 255 0 0.288 0.328 1 251.3 260.6 3555.4 -18.6 -237.3 307.1
291 -971.737 2069.212 1989.339 0 0 0.352 0.654 1 246.6 260.6 3564.7 -18.6 -204.8 307.1
292 -967.552 2068.39 1990.71 255 0 0.371 0.37 1 246.6 260.6 3564.7 -18.6 -209.4 307.1
293 -929.496 2067.28 1993.247 255 0 0.355 -0.148 1 251.3 260.6 3555.4 -18.6 -237.3 307.1
294 -918.854 2066.379 1991.094 255 0 0.234 -0.174 1 251.3 260.6 3560 -18.6 -246.6 307.1
295 -979.724 2065.924 1986.1 0 0 0.402 0.619 1 246.6 265.3 3574 -18.6 -200.1 311.8
296 -950.138 2065.531 1996.613 255 0 0.325 -0.185 1 251.3 260.6 3546.1 -18.6 -223.4 307.1
297 -977.21 2064.955 1987.018 0 0 0.447 0.696 1 246.6 265.3 3574 -18.6 -204.8 311.8
298 -946.354 2065.001 1996.224 255 0 0.339 -0.289 1 251.3 260.6 3546.1 -18.6 -223.4 307.1
299 -980.527 2064.439 1986.237 0 0 0.412 0.407 1 246.6 265.3 3574 -18.6 -200.1 311.8
300 -932.217 2064.056 1993.408 255 0 0.433 0.23 1 251.3 260.6 3555.4 -18.6 -232.7 311.8
301 -918.743 2063.603 1988.752 255 0 0.329 -0.174 1 251.3 265.3 3569.4 -23.3 -246.6 311.8
302 -978.443 2063.588 1986.774 0 0 0.409 0.521 1 246.6 265.3 3574 -18.6 -200.1 311.8
303 -928.138 2063.465 1994.709 255 0 0.43 0.197 1 251.3 260.6 3550.7 -18.6 -237.3 311.8
304 -947.632 2063.052 1996.445 255 0 0.33 -0.197 1 251.3 260.6 3546.1 -18.6 -223.4 311.8
305 -951.416 2062.788 1995.855 255 0 0.306 0.001 1 251.3 260.6 3546.1 -18.6 -218.7 311.8
306 -922.861 2062.567 1992.146 255 0 0.324 0.175 1 251.3 260.6 3560 -18.6 -242 311.8
307 -948.833 2061.421 1996.43 255 0 0.361 -0.004 1 251.3 260.6 3546.1 -18.6 -223.4 311.8
308 -925.587 2061.077 1992.876 255 0 0.37 0.217 1 251.3 260.6 3555.4 -18.6 -242 311.8
309 -971.454 2060.324 1989.51 0 0 0.435 0.704 1 246.6 265.3 3564.7 -18.6 -204.8 311.8
310 -928.027 2060.182 1992.757 255 0 0.398 0.248 1 251.3 265.3 3555.4 -18.6 -237.3 311.8
311 -979.112 2059.096 1986.371 0 0 0.311 0.404 1 246.6 265.3 3574 -18.6 -200.1 316.4
312 -919.546 2058.845 1985.898 255 0 0.272 0.11 1 251.3 265.3 3578.7 -23.3 -246.6 316.4
313 -957.174 2059.095 1994.001 255 0 0.294 0.262 1 246.6 265.3 3550.7 -18.6 -218.7 311.8
314 -947.657 2057.839 1997.348 255 0 0.34 0.171 1 251.3 260.6 3541.4 -18.6 -223.4 316.4
315 -925.918 2057.466 1988.992 255 0 0.359 0.316 1 251.3 265.3 3569.4 -18.6 -242 316.4
316 -920.188 2055.927 1983.512 255 0 0.306 0.382 1 251.3 265.3 3583.3 -23.3 -246.6 316.4
317 -938.616 2056.03 1992.809 255 0 0.199 -0.144 1 251.3 265.3 3555.4 -18.6 -228 316.4
318 -935.813 2056.052 1991.859 255 0 0.368 -0.082 1 251.3 265.3 3560 -18.6 -232.7 316.4
319 -942.28 2055.424 1995.656 255 0 0.224 0.159 1 251.3 265.3 3546.1 -18.6 -228 316.4
320 -946.683 2054.89 1997.486 255 0 0.222 0.232 1 251.3 265.3 3541.4 -18.6 -223.4 316.4
321 -945.142 2054.797 1996.977 255 0 0.22 0.16 1 251.3 265.3 3546.1 -18.6 -223.4 316.4
322 -930.036 2054.492 1987.378 255 0 0.364 0.158 1 251.3 265.3 3574 -18.6 -237.3 321.1
323 -976.677 2052.853 1987.019 0 0 0.349 0.548 1 246.6 265.3 3574 -18.6 -204.8 321.1
324 -940.609 2053.035 1993.448 255 0 0.316 0.112 1 251.3 265.3 3555.4 -18.6 -228 316.4
325 -943 2051.532 1994.651 255 0 0.381 0.078 1 251.3 265.3 3550.7 -18.6 -228 321.1
326 -970.214 2051.303 1989.557 255 0 0.372 0.613 1 246.6 265.3 3564.7 -18.6 -209.4 321.1
327 -929.298 2051.355 1983.806 255 0 0.396 -0.297 1 251.3 265.3 3583.3 -18.6 -237.3 321.1
328 -920.331 2051.684 1978.67 255 0 0.251 -0.078 1 256 265.3 3597.3 -23.3 -246.6 321.1
329 -927.802 2051.148 1982.705 255 0 0.351 -0.233 1 251.3 265.3 3588 -23.3 -242 321.1
330 -980.209 2050.347 1985.444 0 0 0.404 0.413 1 246.6 265.3 3578.7 -18.6 -200.1 321.1
331 -931.162 2050.512 1984.264 255 0 0.427 -0.226 1 251.3 265.3 3583.3 -18.6 -237.3 321.1
